Id,SalePrice
1461,100061.63446446929
1462,135522.69027828978
1463,150484.35619122002
1464,159738.86924362017
1465,166521.43915537238
1466,150864.39308444218
1467,154884.15847215336
1468,141586.2401777154
1469,164178.74795443274
1470,102223.71753047478
1471,174877.28269999617
1472,83209.94733568934
1473,78209.88226435975
1474,129341.22255422508
1475,107908.57948416677
1476,307861.7974388606
1477,226407.44844797716
1478,261352.06461745486
1479,222186.97226681185
1480,379539.71865403856
1481,267272.4615591968
1482,184118.4849279707
1483,144204.693669264
1484,149276.39714195888
1485,168378.05138772205
1486,173129.57399784387
1487,254245.164065639
1488,206036.6857371078
1489,169082.6728334847
1490,198081.76619108542
1491,170537.423391316
1492,74922.88458619095
1493,175180.81601176495
1494,257664.2376394704
1495,247772.47236905122
1496,208139.2809889693
1497,148713.24885982848
1498,143532.89089916888
1499,139624.79988603093
1500,127690.37876451502
1501,156430.27296958142
1502,131544.66291168236
1503,252058.7121136502
1504,204279.57564710986
1505,191167.4940873484
1506,158304.11841609422
1507,210639.69249242582
1508,160148.07860932453
1509,136295.3048292606
1510,126897.41291941835
1511,124933.07344687589
1512,142565.583907523
1513,129965.63147170538
1514,135651.44735235441
1515,164304.3006050948
1516,140157.46468541867
1517,144101.61447573983
1518,108181.8297442864
1519,201397.75633843243
1520,107590.69165304561
1521,105563.94042125491
1522,154294.52458165196
1523,80104.03418745383
1524,105009.4342312022
1525,98465.0434502279
1526,99512.30345310386
1527,81795.94881214903
1528,113773.75682515082
1529,128141.74385411655
1530,161261.61880023687
1531,105106.94315823923
1532,95023.35547297056
1533,125690.41347752146
1534,102896.39738858423
1535,125687.48387599568
1536,88862.54496723461
1537,65620.14226126877
1538,146493.4313718197
1539,181916.10551718718
1540,89568.02767711293
1541,120002.41162910344
1542,114834.67760362811
1543,167179.8675616573
1544,86829.72146441918
1545,104490.6811412265
1546,120728.03169335127
1547,123153.39891450209
1548,120133.52169892758
1549,103236.65516172355
1550,118205.28703768799
1551,104010.9690207232
1552,115852.62240972197
1553,123041.95138185892
1554,86136.7298864521
1555,146175.48900413487
1556,80716.72974553524
1557,86960.95271363678
1558,81446.73138161587
1559,74784.91439811654
1560,131322.71185522096
1561,111440.52336008479
1562,108342.8993604565
1563,106098.28068438142
1564,123983.80599029189
1565,125363.7192991003
1566,208308.27542033713
1567,69194.7195574246
1568,198189.36492841676
1569,102493.94031783592
1570,125474.3993211841
1571,98350.5951207769
1572,117073.09131218381
1573,195018.06037971846
1574,100927.17679606202
1575,192681.71993058454
1576,204089.24353747244
1577,168296.57671988793
1578,129080.68499910725
1579,119401.21762592996
1580,167551.9097994981
1581,123617.97760434095
1582,112089.95582973056
1583,280011.9409125435
1584,200937.99800607897
1585,121539.82491392987
1586,56698.62450732238
1587,86655.28140597597
1588,131343.1067763673
1589,81160.03501326735
1590,108323.54929843209
1591,68910.21884213391
1592,108940.46123846366
1593,117192.12251778117
1594,107006.94784899834
1595,109330.71939596231
1596,188352.78614308411
1597,155780.8050205263
1598,183328.0425734356
1599,166875.69697395418
1600,155378.85774723132
1601,49638.37616979732
1602,83712.96528562465
1603,81941.74900304335
1604,239394.34212883448
1605,226128.34466236987
1606,144443.68169986538
1607,148884.25993722366
1608,184070.34749967407
1609,164245.96044957556
1610,124841.63816166477
1611,129485.4802875808
1612,139997.98845779005
1613,137242.59781501797
1614,115387.60819952658
1615,77852.24820782036
1616,57241.498405930266
1617,73606.24838739111
1618,97805.8445682992
1619,131615.84171744977
1620,135843.40875876878
1621,112781.41423701355
1622,112942.59476411222
1623,255970.54634339715
1624,180720.5283078871
1625,104047.92023360355
1626,153101.69327422883
1627,158682.1464050288
1628,241158.95986805926
1629,152838.22357377442
1630,324030.6269275776
1631,198112.32403987637
1632,213045.36319045172
1633,154973.61106753742
1634,157767.89203453783
1635,156985.63121144447
1636,136103.9807191709
1637,155658.89192991788
1638,180311.5748037337
1639,155547.3199503489
1640,227525.85754272915
1641,148259.85453339719
1642,191120.99913603737
1643,192574.58683452025
1644,199692.99641827357
1645,161591.69149031688
1646,143415.67905469233
1647,142148.87391298998
1648,114152.29762802833
1649,120392.47085898071
1650,103342.73596149396
1651,97217.18540669589
1652,84256.17940533963
1653,83525.37523085925
1654,125132.60733024156
1655,124474.85621400738
1656,125758.97882636091
1657,130503.0492842918
1658,126853.83304029237
1659,113744.22212609845
1660,138754.29180272308
1661,356023.5174703789
1662,304794.6018758573
1663,333297.59966170596
1664,339292.5800227373
1665,269269.92619097594
1666,276056.5971433505
1667,317375.7944086853
1668,286317.0330302412
1669,256768.6574475612
1670,296872.99751533376
1671,231620.24328483734
1672,397890.4219992818
1673,275732.9762536179
1674,215899.89974287982
1675,165757.80138898935
1676,171853.3626610349
1677,184230.73515741617
1678,383500.4060274107
1679,329330.1412867748
1680,288709.58131692925
1681,218711.6992428856
1682,274564.4495039444
1683,160577.28649775242
1684,162276.19129341413
1685,153707.6695692253
1686,153143.51401169083
1687,153868.97189894156
1688,162425.52479036877
1689,170769.8674080479
1690,172554.98425548212
1691,163683.8835972983
1692,232716.1365929408
1693,161522.01428859244
1694,158779.561838262
1695,144798.3050383927
1696,238375.73704430176
1697,147765.72350512227
1698,311992.33747577673
1699,268758.4547243499
1700,213036.39644488593
1701,222911.1698848319
1702,229318.38210119438
1703,224843.3044795737
1704,262667.38695502613
1705,206097.27635979987
1706,366189.930670001
1707,183636.15560454072
1708,183429.4362098051
1709,242919.11744722966
1710,193534.0013015678
1711,239071.88002499807
1712,235287.9393909695
1713,224541.8347664616
1714,186534.10179607742
1715,181604.74837632882
1716,156529.23226014196
1717,156214.61321343484
1718,118663.55714418633
1719,185009.46037216295
1720,211033.53604012946
1721,155961.43192865638
1722,116587.96292971462
1723,140009.44690744684
1724,151630.26724577896
1725,207060.69833568312
1726,161054.97814632123
1727,132407.66172936535
1728,161531.97766955875
1729,145949.71291012707
1730,142144.01791864872
1731,102565.80962348953
1732,113400.96295944504
1733,96859.27749122943
1734,104161.9292596167
1735,117604.23362325101
1736,94028.81410577938
1737,321711.4361166648
1738,196932.6441288695
1739,240249.9779025983
1740,202243.40880137027
1741,169333.725755802
1742,145170.68193342877
1743,146844.98904600015
1744,283085.20814864186
1745,194106.8655095887
1746,184020.8468060191
1747,189118.67853822553
1748,188751.83721999303
1749,127762.79697684404
1750,115156.42013491846
1751,199763.7931302417
1752,100167.09200366096
1753,128395.03568174718
1754,166734.5699262756
1755,147436.9928972531
1756,110231.61506564629
1757,102725.68740948322
1758,125055.27598849389
1759,146294.88604604537
1760,141743.70974393756
1761,136898.82960972236
1762,152875.34428454118
1763,153795.4680431393
1764,94500.83755644712
1765,141499.63690920404
1766,156161.72568214047
1767,179919.36775524818
1768,122690.55046450657
1769,153010.31218804826
1770,142450.83693323148
1771,109833.76969580242
1772,109294.31497814978
1773,107838.80023181028
1774,118402.06249796199
1775,121626.57172569413
1776,107457.14037800592
1777,97497.70047250578
1778,123705.38659863627
1779,108275.80071754091
1780,152835.14180412373
1781,111507.95715313057
1782,69299.40001910125
1783,114097.38934076297
1784,75203.11585899112
1785,102782.10195221128
1786,112349.02920135563
1787,145230.16441483912
1788,57026.497179621416
1789,99626.58145651697
1790,53376.043721641785
1791,179759.37015715256
1792,128817.40164014437
1793,119356.50051189354
1794,138807.59853394763
1795,108617.54087258472
1796,113186.61845249694
1797,104643.13526945784
1798,102140.09881293667
1799,99073.89130822833
1800,120675.1671837556
1801,101534.3631372493
1802,115358.10812407713
1803,127158.54617689645
1804,112998.37388878835
1805,117088.99165563809
1806,106422.62354252787
1807,116940.10028374572
1808,115254.52285926053
1809,102441.52648691589
1810,115841.6376609895
1811,82969.80136978773
1812,80406.07389937328
1813,103745.00056948209
1814,79982.74774925997
1815,34901.210840151965
1816,90266.57784677138
1817,90370.31529251406
1818,124952.27309975318
1819,100505.11952082299
1820,49797.76703244515
1821,87303.99659254141
1822,126500.24554803815
1823,47592.85819259389
1824,126849.73742482098
1825,116685.57955065038
1826,79842.70397311033
1827,82015.39964271286
1828,112216.76488053966
1829,120218.05150029891
1830,124948.40777925136
1831,140944.68513218293
1832,79995.69047384866
1833,117778.84456159358
1834,101585.85710419089
1835,114908.42938111947
1836,102018.64061427744
1837,90337.34106249157
1838,103147.64756836995
1839,73529.45421505974
1840,139726.0424497445
1841,120858.69099318855
1842,78181.17383704474
1843,121178.81350780163
1844,113223.89286629399
1845,120118.5389551327
1846,130763.95239976571
1847,146560.48392458243
1848,43411.6325648562
1849,100763.74875055488
1850,101659.33636784765
1851,135747.18346173436
1852,111558.89375070874
1853,102934.29655695167
1854,157558.1216182361
1855,136030.46823479098
1856,189967.9551940538
1857,132308.1261341419
1858,112742.84416472807
1859,103153.25654021661
1860,138733.25551296273
1861,101991.63757150785
1862,235452.1989648251
1863,231680.04817037104
1864,231682.8950306667
1865,282994.0997779019
1866,285990.18133353366
1867,213574.60727707314
1868,260169.42779367123
1869,178801.47202228734
1870,224965.29381104597
1871,220826.00057098098
1872,156643.66573383284
1873,200999.27159594692
1874,114764.61252763086
1875,178515.58848134367
1876,165713.77295578647
1877,194907.871686446
1878,174578.64636393217
1879,109908.6064635406
1880,112624.83444410094
1881,215631.74620008838
1882,215932.08024376715
1883,167729.1673574576
1884,176714.46387284627
1885,232872.88946739057
1886,256568.0577228741
1887,189669.84335656793
1888,243714.7498945215
1889,154366.05863389894
1890,106693.82659726044
1891,111137.00745537983
1892,77450.31007506493
1893,110121.7603550963
1894,100340.56582858646
1895,121765.16506638705
1896,106958.4596457036
1897,106014.3294004601
1898,106463.16583827166
1899,141281.496246212
1900,130118.06233481054
1901,155807.2995284343
1902,124980.72404070184
1903,201908.10701543544
1904,131182.06499651473
1905,163446.06368240013
1906,143110.27343141692
1907,175623.072692105
1908,98255.00449369308
1909,119368.93669359227
1910,105018.79562134235
1911,181946.7010171501
1912,236514.50944353436
1913,129802.09820704201
1914,64026.42225221015
1915,238165.14268506906
1916,55687.85768725557
1917,233858.47699670112
1918,121197.60344415218
1919,154164.4643168795
1920,134211.69577019295
1921,363261.44435220497
1922,276151.62691562774
1923,182121.41310695576
1924,198748.09073452288
1925,182204.37043947724
1926,308140.7628955859
1927,111325.67686935108
1928,131904.74636057593
1929,103792.92941925164
1930,107682.83930402918
1931,125226.99995821482
1932,117448.18998643076
1933,145504.8585336381
1934,150972.71955710035
1935,150228.74623351375
1936,159370.6723689851
1937,156845.67530277974
1938,146324.43546419192
1939,218668.90002734456
1940,161367.74692257817
1941,145159.18597064997
1942,152442.47946066863
